Date,Close_AMZN,Close_GOOGL,Close_META,Close_MSFT,Close_NVDA,High_AMZN,High_GOOGL,High_META,High_MSFT,High_NVDA,Low_AMZN,Low_GOOGL,Low_META,Low_MSFT,Low_NVDA,Open_AMZN,Open_GOOGL,Open_META,Open_MSFT,Open_NVDA,Volume_AMZN,Volume_GOOGL,Volume_META,Volume_MSFT,Volume_NVDA
2024-07-01,197.2,182.539,504.68,454.997,124.28,198.2957,183.426,506.58,455.635,124.82,192.82,180.853,493.17,443.969,118.812,193.49,182.578,504.95,446.958,123.45,41192011.0,16045735.0,10328150.0,17730071.929137,284929535.0
2024-06-28,193.25,181.701,504.22,445.255,123.52,198.85,184.673,521.88,453.653,127.69,192.5,181.511,503.84,444.717,122.732,197.73,183.865,517.15,451.352,124.56,76930192.0,29228793.0,15855137.0,28470264.762037,315565472.0
2024-06-27,197.85,184.952,519.56,451.132,123.97,199.84,185.59,522.8799,454.439,126.39,194.2,183.566,513.9,450.056,122.901,195.005,183.725,514.25,450.459,124.08,74397491.0,18895526.0,10121199.0,14862701.383557,252610703.0
2024-06-26,193.61,183.426,513.12,450.444,126.38,194.8,184.054,513.81,451.879,128.1,186.26,182.029,504.6765,446.49,122.582,186.92,182.179,506.645,447.297,126.11,65103893.0,19888064.0,8882337.0,16569883.086404,363031980.0
2024-06-25,186.34,183.576,510.6,449.24,126.07,188.84,183.835,510.71,449.708,126.48,185.42,178.977,495.5,445.055,119.302,186.81,179.177,497.05,446.55,121.182,45898475.0,23293086.0,12109769.0,16811297.823785,425853220.0
2024-06-24,185.57,178.777,498.91,445.972,118.092,191.0,180.443,507.8,451.032,124.44,185.33,178.229,494.29,444.717,118.022,189.33,179.715,499.2,448.094,123.221,50610379.0,18343291.0,13525278.0,15974312.962409,476134394.0
2024-06-21,189.08,179.187,494.78,448.074,126.55,189.275,180.403,503.45,448.871,130.61,185.86,176.174,492.39,444.817,124.28,187.8,176.563,503.45,445.683,127.1,72931754.0,58727708.0,23130732.0,34617483.468413,655585905.0
2024-06-20,186.1,175.864,501.7,444.009,130.76,186.51,176.852,503.67,444.837,140.738,182.72,174.558,496.77,439.596,129.5,182.91,174.938,502.0,444.607,139.778,44726779.0,20209972.0,11801182.0,19953064.211082,517848395.0
2024-06-18,182.81,174.658,499.49,444.647,135.559,184.29,176.947,506.0,448.432,136.309,181.43,173.674,495.02,443.203,130.67,183.735,176.702,504.56,447.999,131.12,36659157.0,21923975.0,13060425.0,17177662.522914,294380514.0
2024-06-17,184.06,176.802,506.63,446.669,130.96,185.0,177.92,510.75,449.23,133.71,181.22,174.378,496.01,439.048,129.56,182.52,175.026,501.67,440.906,132.97,35601907.0,19667043.0,11266601.0,20869191.275646,288549004.0
2024-06-14,183.66,176.354,504.16,440.891,131.86,183.72,176.626,507.15,441.456,132.82,182.23,173.72,500.75,435.064,128.3,183.08,173.79,502.65,436.612,129.94,25456410.0,18108254.0,10243347.0,13633700.522219,309368151.0
2024-06-13,183.83,174.728,504.1,439.905,129.59,187.67,176.304,509.36,441.708,129.78,182.666,174.448,501.36,437.704,127.14,186.09,175.676,505.71,439.178,129.37,39721545.0,20965050.0,9954621.0,16021337.335847,260744803.0
2024-06-12,186.89,177.351,508.84,439.387,125.18,188.35,179.965,514.01,441.718,126.86,185.43,175.676,504.47,431.607,122.552,188.015,177.81,513.99,433.669,123.041,33984216.0,27933689.0,11983227.0,22451395.913939,299641274.0
2024-06-11,187.23,176.184,507.47,431.039,120.892,187.77,176.404,507.6,431.178,122.851,184.5373,173.341,498.27,423.637,118.722,187.06,175.785,500.16,423.862,121.752,27265108.0,21593885.0,9673715.0,14606506.582253,222585531.0
2024-06-10,187.06,174.578,502.6,426.247,121.762,187.23,176.623,502.66,426.456,123.071,183.79,172.333,493.41,422.282,116.982,184.07,174.538,493.86,423.089,120.342,34494498.0,23838060.0,11236919.0,14056352.731832,314236974.0
2024-06-07,184.3,173.83,492.96,422.242,120.86,186.2888,177.228,498.91,424.663,121.664,183.36,173.67,490.1701,421.396,117.994,184.9,176.411,495.91,424.583,119.742,28021473.0,19732673.0,9380745.0,13673516.552881,412483362.0
2024-06-06,185.0,176.091,493.76,422.909,120.97,185.0,176.511,502.82,423.697,125.557,181.49,175.115,490.89,418.984,118.292,181.745,175.259,492.98,422.402,124.018,31371151.0,23335300.0,10667339.0,14917837.52666,664853444.0
2024-06-05,181.28,174.777,495.06,422.402,122.412,181.5,176.006,496.65,422.471,122.421,178.75,173.306,483.91,414.721,117.44,180.1,174.567,484.45,416.225,118.343,32116394.0,22148519.0,15690484.0,17052722.599243,528526789.0
2024-06-04,179.34,173.163,476.99,414.491,116.409,179.82,173.217,478.89,414.861,116.572,176.44,171.269,473.2322,408.121,114.018,177.64,172.654,477.0,410.866,115.688,27198388.0,26977037.0,7088718.0,14403552.735199,403419428.0
2024-06-03,178.34,172.544,477.49,411.951,114.973,178.7,173.895,479.6,414.851,114.973,175.92,170.542,468.24,407.373,111.976,177.7,171.917,470.86,413.948,113.594,30786640.0,27558660.0,11279390.0,17551250.621933,438495475.0
2024-05-31,176.44,171.877,466.83,413.555,109.607,179.21,172.435,469.12,415.169,112.69,173.87,168.829,454.4601,402.975,106.915,178.3,171.24,465.8,415.169,112.493,58903939.0,37775320.0,16919805.0,48177999.38588,613407586.0
2024-05-30,179.32,171.488,467.05,413.097,110.474,181.34,174.587,471.73,422.691,115.791,178.355,171.17,464.71,412.669,109.637,181.31,174.567,471.67,422.691,114.623,29249229.0,23041904.0,10735226.0,28533079.029899,487465627.0
2024-05-29,182.02,175.264,474.36,427.542,114.798,184.08,176.197,479.85,429.306,115.465,181.55,174.089,473.7,424.075,110.875,181.7,174.797,474.66,424.075,113.023,32009294.0,23473479.0,9226218.0,15576213.888054,557573810.0
2024-05-28,182.15,175.764,479.92,428.688,113.874,182.24,176.63,480.86,429.186,114.912,179.49,173.735,474.84,424.981,109.857,179.93,173.82,476.575,428.0,110.218,29926963.0,20646733.0,10175770.0,15777872.823233,652882312.0
2024-05-24,180.75,174.357,478.22,428.528,106.444,182.435,175.134,479.8499,429.419,106.45,180.3,173.023,466.3,422.8,102.976,181.65,174.347,467.62,425.569,104.424,27471640.0,16639540.0,12024254.0,11900425.843171,429595279.0
2024-05-23,181.05,172.923,465.78,425.381,103.774,184.76,177.606,474.3581,431.955,106.295,180.08,172.326,461.54,423.811,101.496,183.66,176.431,472.88,431.328,102.004,33670173.0,21101152.0,11747913.0,17277225.185242,835262840.0
2024-05-22,183.13,175.744,467.78,428.887,94.9276,185.22,176.511,473.7199,430.77,95.9973,181.9715,174.577,465.65,425.51,93.2269,183.88,176.005,467.87,428.458,95.4364,28148784.0,17944858.0,10078611.0,18142516.4187,548777789.0
2024-05-21,183.15,177.208,464.63,427.412,95.3634,183.26,177.507,470.7,431.328,95.3774,180.75,175.174,462.27,423.239,93.1579,182.3,176.261,467.12,425.206,93.5769,50839129.0,17050957.0,11742189.0,21534941.608079,329024282.0
2024-05-20,183.54,176.281,468.84,423.727,94.7576,186.665,178.124,473.2,425.151,95.1775,183.28,175.444,467.04,418.397,93.4179,184.34,175.556,469.95,418.616,93.7278,30511768.0,22636161.0,11745080.0,16334095.69474,318839873.0
2024-05-17,184.7,175.424,471.91,418.616,92.4571,185.3,175.629,472.8,421.316,94.7176,183.35,173.063,468.42,416.439,91.7843,183.76,173.55,470.83,420.937,94.3467,33175655.0,24568001.0,10807289.0,15410695.039903,359776125.0
2024-05-16,183.63,173.55,473.23,419.394,94.3367,187.31,174.482,477.69,423.807,95.7963,183.46,172.066,472.75,418.756,94.0808,185.6,172.664,475.0,420.2,94.8876,38834450.0,27968971.0,16608179.0,17596798.394309,324028460.0
2024-05-15,185.99,171.887,481.54,421.475,94.6076,186.7193,172.026,482.4999,422.202,94.8396,182.73,169.894,471.2,415.687,91.5774,185.97,170.013,474.98,416.315,92.4501,75459927.0,27046060.0,13100470.0,22324213.483965,417834278.0
2024-05-14,187.07,169.725,471.85,414.233,91.3344,187.72,170.631,472.54,415.157,91.6294,183.45,168.19,460.08,409.251,88.913,183.82,169.156,463.37,409.718,89.5777,38698155.0,25218226.0,10478553.0,15194193.586048,296577227.0
2024-05-13,186.57,168.529,468.01,411.409,90.3777,188.31,168.669,473.35,416.011,90.9764,185.36,163.408,462.85,408.524,88.508,188.0,163.667,472.75,415.674,90.4567,24898613.0,31441167.0,14668798.0,15526972.771373,289748702.0
2024-05-10,187.48,168.041,476.2,412.422,89.8567,189.892,169.236,477.5,413.059,91.3794,186.93,165.589,469.6,409.499,89.206,189.16,167.418,477.09,410.628,90.2832,34141771.0,29907958.0,10749999.0,13477578.123616,335404741.0
2024-05-09,189.5,169.346,475.42,410.017,88.726,191.7,170.073,476.08,410.414,91.0504,187.44,167.572,467.63,406.814,88.2102,188.88,168.779,470.0,408.277,90.5077,43368377.0,15402333.0,9437651.0,14772257.293896,378102110.0
2024-05-08,188.0,168.769,472.6,408.247,90.3907,188.43,169.536,475.58,409.927,91.1724,186.385,168.126,463.002,404.441,89.3989,187.44,168.389,463.5,405.89,89.4613,26136350.0,19640086.0,11683929.0,11858559.921833,325798079.0
2024-05-07,188.76,170.631,468.24,407.053,90.5327,189.94,171.14,471.53,412.353,91.7594,187.305,167.782,461.31,406.804,88.99,188.92,167.892,466.29,412.343,91.0764,34048902.0,28141342.0,13406816.0,20130695.048578,437445076.0
2024-05-06,188.7,167.492,465.68,411.229,92.1182,188.745,167.532,466.16,411.618,92.1981,184.8,165.43,453.34,404.099,89.034,186.28,166.855,455.58,406.476,89.3689,34725295.0,21950568.0,15094627.0,17092130.060651,376291552.0
2024-05-03,186.21,166.636,451.96,404.389,88.768,187.87,167.353,454.17,404.876,89.2599,185.42,162.461,443.85,399.614,87.0195,186.99,166.955,445.93,400.033,87.7683,39172004.0,34788086.0,16489057.0,17544743.742588,398434959.0
2024-05-02,184.72,166.018,441.68,395.618,85.7968,185.1,166.128,443.96,397.696,86.2166,179.91,163.298,432.28,392.446,83.1804,180.85,164.19,438.84,395.438,84.4291,54303510.0,24382619.0,15221322.0,17808859.315034,377986943.0
2024-05-01,179.0,163.268,439.19,392.734,83.0214,185.15,166.516,449.96,399.476,85.9796,176.56,162.501,427.11,388.129,81.2354,181.635,163.707,428.6,390.417,85.0568,94645148.0,33614567.0,20344947.0,23694860.484101,559995622.0
2024-04-30,175.0,162.192,430.17,387.155,86.3815,182.99,167.492,439.6199,399.914,88.798,174.8,162.013,429.72,386.995,86.2796,181.09,165.014,431.05,399.247,87.2193,94639786.0,33684529.0,18429496.0,28943074.435613,363794746.0
2024-04-29,180.96,165.55,432.62,400.003,87.7363,183.53,168.938,439.76,404.049,87.9712,179.39,164.613,428.56,396.959,85.2458,182.75,168.447,439.56,402.985,87.5743,54063937.0,45775364.0,21502646.0,19692107.72974,389062783.0
2024-04-26,179.62,171.329,443.29,404.049,87.7143,180.82,174.079,446.44,410.692,88.3099,176.13,169.037,431.96,403.493,83.3674,177.795,173.74,441.46,409.868,83.7981,43919765.0,64899717.0,32691443.0,29861485.454509,551141138.0
2024-04-25,173.67,155.437,441.38,396.811,82.6124,173.92,155.925,445.77,397.656,83.3034,166.32,150.325,414.5,385.862,78.2045,169.68,150.784,421.4,391.829,78.8494,49249390.0,57316758.0,82890741.0,40814474.091032,424741191.0
2024-04-24,176.59,158.555,493.5,406.775,79.6582,180.323,158.989,510.0,410.165,84.0621,176.18,156.598,484.58,404.507,79.1642,179.94,156.921,508.06,407.272,83.9301,34185109.0,22861688.0,37772677.0,15149970.518679,512328708.0
2024-04-23,179.54,157.689,496.1,405.293,82.4035,179.93,158.396,498.76,405.919,82.7494,175.975,155.716,488.97,400.808,80.245,178.08,156.393,491.25,401.976,80.7499,37046519.0,21228244.0,15079196.0,15822901.076586,438663124.0
2024-04-22,177.23,155.716,481.73,398.72,79.4992,178.87,157.07,492.01,400.6,80.0541,174.56,153.503,473.4,393.538,76.3819,176.94,153.753,489.715,397.845,78.0855,37924890.0,26542076.0,17271125.0,20400851.369743,596481592.0
2024-04-19,174.62,153.553,481.06,396.89,76.182,179.0,155.795,502.8,403.125,84.3041,173.44,151.749,475.73,395.548,75.5881,178.74,155.636,502.8,401.773,83.1304,55944410.0,32704731.0,25184827.0,30167538.324082,871686845.0
2024-04-18,179.22,155.446,501.8,402.011,84.651,182.39,156.373,512.21,409.588,86.1696,178.65,154.061,499.04,401.694,82.3825,181.47,154.779,499.82,408.337,84.9498,30723793.0,19955122.0,14808670.0,21148067.952064,447366153.0
2024-04-17,181.28,154.908,494.17,409.538,84.0151,184.57,156.513,503.16,416.54,88.754,179.82,154.021,487.14,408.037,83.9301,184.31,155.058,503.1,414.919,88.319,31359673.0,21842023.0,12193743.0,15944564.792763,495516712.0
2024-04-16,183.32,153.843,499.76,412.264,87.3943,184.83,155.088,504.7699,416.063,88.0972,182.26,152.876,497.11,411.418,86.0435,183.27,153.633,498.11,412.254,86.412,32891265.0,20854822.0,9847925.0,16859809.119846,370540662.0
2024-04-15,183.62,154.3,500.23,411.329,85.9806,188.69,158.664,518.53,424.435,90.5916,183.0,154.031,497.28,411.121,85.9087,187.425,158.287,516.72,424.217,89.077,48052395.0,27234844.0,13512893.0,20387439.439383,443181773.0
2024-04-12,186.13,157.16,511.9,419.542,88.1652,188.38,159.644,520.1899,422.804,90.1537,185.08,156.573,509.33,417.424,87.5093,187.72,157.39,517.75,421.681,89.6777,38608849.0,25445655.0,11984535.0,19361922.033836,426905763.0
2024-04-11,189.05,158.834,523.16,425.539,90.5946,189.77,159.104,523.86,426.971,90.7174,185.51,155.895,517.29,420.0,86.9055,186.74,156.343,521.11,423.44,87.3993,40020742.0,27264912.0,10369469.0,18067362.532126,431739387.0
2024-04-10,185.95,155.576,519.83,420.896,87.0185,186.2699,156.044,522.5599,421.661,87.3793,182.67,154.121,505.8,417.355,83.6891,182.765,155.646,509.29,419.832,83.9061,35879151.0,22921421.0,11418491.0,16307689.513855,432030715.0
2024-04-09,185.67,156.034,516.9,423.898,85.3338,187.34,157.987,525.87,425.351,87.6143,184.2,154.63,506.74,419.265,83.0024,187.24,155.521,522.23,424.057,87.4213,36546946.0,31225800.0,10881445.0,12582585.942106,503666479.0
2024-04-08,185.32,154.29,519.25,422.287,87.1123,187.29,154.709,531.4899,424.894,88.809,184.81,152.059,518.89,420.935,86.7115,186.9,152.229,529.28,422.794,88.679,39154806.0,20777020.0,13260579.0,14341271.443273,283287004.0
2024-04-05,185.07,151.949,527.34,423.143,87.9872,186.27,152.866,530.7,424.127,88.46,181.97,149.059,514.4099,415.983,85.9057,182.38,149.488,516.855,417.664,86.8455,42373992.0,23544288.0,19263265.0,16647769.487544,399773016.0
2024-04-04,180.0,149.986,510.92,415.546,85.8847,185.1,154.211,530.0,426.275,90.6126,180.0,149.907,510.58,415.237,85.8597,184.0,152.946,516.42,422.616,90.3847,41624261.0,34850618.0,26476253.0,19479705.069256,435067824.0
2024-04-03,182.41,154.36,506.74,418.101,88.943,182.87,154.52,507.24,420.896,90.3527,179.8,152.179,498.75,416.743,88.379,179.9,153.046,498.93,417.385,88.463,31046638.0,24794549.0,12099171.0,16594977.54722,370154100.0
2024-04-02,180.69,154.002,497.37,419.085,89.4308,180.79,154.141,497.53,420.02,90.0727,178.3762,151.601,484.65,415.506,87.5993,179.07,152.946,485.1,417.764,88.427,32611546.0,24675111.0,11081026.0,18012625.726142,433166004.0
2024-04-01,180.97,154.928,491.35,422.199,90.3417,183.0,155.177,497.43,425.5,92.2031,179.95,150.066,481.78,419.862,89.183,180.79,150.146,487.2,421.582,90.2777,29174521.0,31845875.0,9247007.0,16407627.853749,452548528.0
2024-03-28,180.38,150.385,485.58,418.37,90.3347,181.7,150.883,492.89,419.512,91.2784,179.26,149.628,485.15,416.778,89.172,180.17,150.305,492.84,418.608,89.9787,38051588.0,24574152.0,15212764.0,21994038.256001,435315232.0
2024-03-27,179.83,150.325,493.86,419.075,90.2287,180.0,151.087,499.89,422.079,93.2179,177.3099,148.362,488.07,416.669,89.102,179.88,150.634,499.3,422.069,93.09,33272551.0,22962117.0,9989676.0,16798830.441496,586205882.0
2024-03-26,178.3,150.126,495.89,419.295,92.5391,180.45,151.705,510.0,423.61,96.3523,177.95,149.438,495.2137,418.995,92.4801,180.15,149.677,505.13,423.233,95.8283,29658982.0,22229429.0,11205382.0,16819615.564733,513769099.0
2024-03-25,179.71,149.528,503.02,420.498,94.9796,180.99,149.832,507.22,425.021,96.7431,177.24,147.286,500.2411,419.255,93.4879,178.01,149.399,505.79,422.864,93.9188,29815464.0,19298993.0,8380617.0,18161917.797624,552266704.0
2024-03-22,178.87,150.225,509.58,426.345,94.2667,179.255,151.032,509.97,427.458,94.7556,176.75,148.442,504.34,423.69,90.8124,177.752,148.582,507.0,427.299,91.1194,27995378.0,29317664.0,8120593.0,17747626.215271,586858166.0
2024-03-21,178.15,147.067,507.76,426.971,91.4134,181.415,149.827,515.04,428.412,92.6261,178.15,146.37,506.01,424.774,90.3837,179.988,148.93,514.71,427.428,92.2781,32824320.0,24845338.0,9712549.0,21415869.115329,480485956.0
2024-03-20,178.15,148.202,505.52,422.854,90.3507,178.53,148.322,508.1999,423.58,90.3887,174.64,146.205,495.17,418.311,88.2022,176.14,147.465,499.5,419.642,89.7757,29947150.0,21388757.0,11711100.0,17960427.100575,479176127.0
2024-03-19,175.9,146.498,496.24,419.055,89.3769,176.09,148.254,496.6296,419.31,90.5227,173.52,145.553,481.28,413.229,84.9898,174.215,147.625,488.17,415.496,86.6795,26880893.0,24157692.0,10903092.0,19949369.008317,672330292.0
2024-03-18,174.48,147.147,496.98,414.989,88.434,176.69,151.601,497.42,418.379,92.3831,174.28,146.638,486.81,411.468,87.0644,175.8,148.073,491.91,411.935,90.3667,31250688.0,69524823.0,11755251.0,20218937.042815,669134196.0
2024-03-15,174.42,140.67,484.1,414.093,87.8157,177.93,142.662,491.83,420.239,89.5247,173.9,139.524,481.3001,410.484,86.2366,176.64,141.985,489.01,416.947,86.9095,72147390.0,49654770.0,29153576.0,45333172.352342,642238065.0
2024-03-14,178.75,142.584,491.83,422.844,87.9232,179.53,143.066,501.35,425.43,90.6246,176.465,139.948,488.16,415.654,86.5795,177.69,140.68,500.255,417.892,89.5557,43705840.0,42908372.0,12620014.0,34349202.629329,602460656.0
2024-03-13,176.555,139.285,495.57,412.782,90.8664,177.62,140.58,500.98,415.844,91.4824,175.55,138.488,491.0318,409.151,88.414,175.9,138.498,495.39,415.764,91.0334,30772600.0,23431843.0,12090656.0,17212092.27078,635863287.0
2024-03-12,175.39,138.0,499.75,412.959,91.8913,176.76,138.872,502.31,413.249,91.9382,171.98,136.536,484.73,404.517,86.1297,173.5,136.536,493.26,405.343,88.0282,36610604.0,27663273.0,15448232.0,22583171.652256,668233203.0
2024-03-11,171.96,137.173,483.59,402.261,85.7538,174.47,138.593,497.318,403.414,88.776,171.47,135.639,476.0,399.018,84.1461,174.31,135.639,497.01,401.506,86.4085,28484777.0,32555362.0,20428274.0,16211322.124304,678524607.0
2024-03-08,175.35,134.921,505.95,403.95,87.5073,178.785,137.586,523.57,408.127,97.377,174.33,133.516,499.35,402.071,86.4855,176.44,133.725,514.19,405.68,95.1154,37893242.0,39513113.0,18597059.0,18103326.456956,1142539298.0
2024-03-07,176.82,133.895,512.19,406.854,92.6471,177.99,134.452,519.85,407.49,92.7451,173.72,131.135,501.38,399.993,89.5807,174.83,132.315,503.28,403.852,90.1367,34063283.0,37875013.0,18586437.0,18823643.75719,608263029.0
2024-03-06,173.51,130.925,496.09,399.844,88.679,176.46,133.097,502.97,402.897,89.7027,173.26,130.378,494.292,396.165,87.0095,175.54,132.639,497.63,400.718,88.0012,32090926.0,35446643.0,11757925.0,22469683.612305,582658113.0
2024-03-05,174.12,132.191,490.22,400.401,85.9436,176.93,132.759,495.58,411.935,86.0766,173.303,130.193,487.89,398.402,83.3974,176.93,131.403,495.0,411.648,85.2498,37228343.0,40340467.0,15325299.0,27070415.180889,520762473.0
2024-03-04,177.58,132.868,498.19,412.602,85.2128,180.14,135.169,504.42,415.018,87.6702,177.49,131.433,496.42,410.017,83.6952,177.53,135.169,503.0,411.13,84.1062,37381520.0,56202418.0,12324141.0,17694814.162582,615790990.0
2024-03-01,178.22,136.644,502.3,413.179,82.2556,178.725,138.368,504.25,413.546,82.2766,176.07,136.426,491.85,408.584,79.4125,176.75,137.93,492.11,408.972,79.9773,31981152.0,31264041.0,15884882.0,17923581.248555,479270945.0
2024-02-29,176.76,137.96,490.13,411.329,79.0896,177.22,138.358,491.7,411.886,79.9673,172.85,135.907,482.61,403.652,78.3278,173.01,136.784,488.44,406.357,79.0716,53805359.0,42285689.0,17732045.0,32126750.134414,507432807.0
2024-02-28,173.16,135.887,484.02,405.442,77.6411,174.05,137.511,491.05,407.013,78.9106,172.27,134.921,482.75,403.055,77.1032,172.44,137.402,485.0,405.895,77.5981,28180482.0,37463877.0,12715486.0,13257190.85437,393221855.0
2024-02-27,173.54,138.378,487.05,405.203,78.6787,174.62,138.747,487.27,406.039,79.4575,172.86,136.595,479.92,401.594,77.1402,174.075,137.521,479.975,405.71,79.3585,31141732.0,33219177.0,10809595.0,14919178.117587,391816297.0
2024-02-26,174.73,137.073,481.74,405.263,79.0696,176.37,141.925,486.14,409.858,80.6231,174.26,136.893,480.6,405.084,78.4828,175.7,141.627,483.47,409.156,79.6775,44368614.0,53836251.0,12101415.0,16284483.867534,504115617.0
2024-02-23,174.99,143.44,484.03,408.047,78.7947,175.75,144.157,494.3599,413.536,82.3706,173.7,142.912,482.3482,406.686,77.5481,174.28,143.151,488.05,413.348,80.7671,59715243.0,19564418.0,18374286.0,16387433.028414,829623519.0
2024-02-22,174.58,143.569,486.13,409.351,78.5158,174.8,144.476,489.99,410.524,78.5527,171.77,142.284,476.0618,406.287,74.199,173.1,144.407,480.24,407.898,75.0037,55392354.0,27290465.0,21625805.0,27161616.709583,865345014.0
2024-02-21,168.59,142.035,468.03,399.933,67.4529,170.23,142.174,469.0,400.043,68.8685,167.14,140.167,461.79,395.001,66.2292,168.94,140.939,466.5,397.934,67.9867,44575623.0,23400208.0,12977050.0,18735745.684388,690493844.0
2024-02-20,167.08,140.61,471.75,400.54,69.4323,168.71,141.567,476.18,402.231,71.9355,165.74,138.986,466.56,395.786,67.7147,167.83,139.151,469.715,400.987,71.9265,41980326.0,25026104.0,18015523.0,24444482.505233,705032935.0
2024-02-16,169.51,140.013,473.32,401.803,72.5924,170.42,142.672,478.96,406.009,74.3809,167.17,139.633,469.21,401.186,72.4804,168.74,142.474,478.11,405.68,74.079,48107744.0,31583004.0,23324620.0,22421761.881079,495467056.0
2024-02-15,169.8,142.254,484.03,404.289,72.6374,171.17,143.001,488.62,406.844,73.954,167.59,139.953,472.22,402.031,72.3795,170.58,142.624,475.28,405.86,73.848,49855196.0,37726965.0,24212326.0,21948145.862367,420240923.0
2024-02-14,170.98,145.413,473.28,407.203,73.879,171.21,145.991,474.11,407.55,74.215,168.28,143.573,466.0901,402.31,71.9175,169.21,145.553,467.93,405.79,73.1813,42815544.0,22786470.0,16858401.0,20515808.617931,505060575.0
2024-02-13,168.64,144.616,460.12,403.305,72.1075,170.95,146.141,467.89,407.027,73.4292,165.75,143.171,455.09,400.396,69.6002,167.73,144.397,456.87,401.934,70.3801,56345122.0,27938644.0,20916602.0,28033007.273178,602750994.0
2024-02-12,172.34,146.998,468.9,412.178,72.2275,175.39,148.795,479.145,417.617,74.5899,171.54,146.838,466.58,411.672,71.2299,174.8,147.885,468.19,417.433,72.5794,51050440.0,21642256.0,19381963.0,21361473.701346,613884180.0
2024-02-09,174.45,148.462,468.11,417.428,72.1125,175.0,148.9,473.59,417.697,72.1645,170.5803,145.652,467.465,412.009,70.1921,170.9,146.151,472.95,412.169,70.513,56985986.0,26926763.0,18413137.0,22197602.758217,436760686.0
2024-02-08,169.84,145.383,470.0,411.037,69.6212,171.43,145.801,470.59,412.475,70.7739,168.88,144.581,465.03,409.468,69.4353,169.65,145.303,468.32,410.977,70.0541,42316454.0,22645559.0,18815097.0,21383976.727065,414539607.0
2024-02-07,170.53,145.014,469.59,410.977,70.0791,170.88,145.089,471.52,411.224,70.2001,168.94,143.405,456.1773,404.377,67.5807,169.48,144.237,458.0,404.417,68.2997,47174060.0,25300246.0,23065994.0,22507585.564424,495715056.0
2024-02-06,169.15,143.579,454.72,402.48,68.2037,170.71,144.835,467.12,404.942,69.7342,167.65,142.672,453.0,399.92,66.2812,169.39,144.128,464.0,402.868,69.6102,42505518.0,29233793.0,21655214.0,18520086.885091,683305037.0
2024-02-05,170.31,143.161,459.41,402.639,69.3123,170.55,144.944,471.9,408.108,69.4773,167.7,142.264,459.22,400.991,67.186,170.2,142.304,469.88,406.857,68.2057,55081297.0,38644990.0,40832376.0,25541867.116233,680270827.0
2024-02-02,171.81,141.866,474.99,408.168,66.1412,172.5,142.105,485.96,409.586,66.5811,167.33,136.007,453.01,400.565,63.672,169.19,138.757,459.6,400.813,63.9558,117218313.0,62726141.0,84707646.0,28467969.7242,476712770.0
2024-02-01,159.28,140.65,394.78,400.783,63.0091,159.76,142.544,400.5,404.972,63.173,155.62,140.282,393.05,398.818,61.6325,155.87,141.607,393.94,398.848,62.0824,76542419.0,40613244.0,29727051.0,30886980.510471,369250450.0
2024-01-31,155.2,139.594,390.14,394.628,61.5095,159.01,143.48,398.0,412.237,62.2514,154.81,139.365,387.1,394.262,60.6828,157.0,143.101,389.0,403.939,61.4226,50284371.0,72170725.0,20180817.0,48229070.872832,453923530.0
2024-01-30,159.0,150.913,400.06,405.558,62.7562,161.73,153.066,406.36,409.985,63.475,158.49,150.639,399.57,403.433,62.2424,160.7,152.249,403.59,409.2,62.8821,45207430.0,36463539.0,18614727.0,33727951.238365,410851752.0
2024-01-29,161.26,152.956,401.02,406.68,62.4474,161.29,153.224,402.93,406.936,62.4714,158.9,150.883,393.1,401.329,60.8897,159.34,151.511,394.985,403.045,61.2147,45270385.0,27884979.0,18742433.0,24693520.375224,348831853.0
2024-01-26,159.12,151.636,394.14,400.931,61.0137,160.72,151.984,396.79,403.155,61.7654,157.91,150.465,391.5908,399.443,60.5558,158.42,150.554,394.35,401.369,60.9427,51047353.0,26210165.0,13159290.0,17936401.558277,390419251.0
2024-01-25,157.75,151.322,393.18,401.865,61.5995,158.505,152.497,395.49,403.989,62.7013,154.5501,149.0,385.66,399.541,60.8327,156.95,149.523,390.17,401.319,62.3324,43638592.0,29254737.0,15091080.0,21178348.478703,482913717.0
2024-01-24,156.87,148.163,390.7,399.572,61.3447,158.51,149.314,396.15,402.619,62.8312,156.48,147.565,387.81,397.477,59.9211,157.8,148.003,390.0,398.559,60.2868,48547315.0,25324923.0,15604285.0,25052904.858821,560429609.0
2024-01-23,156.02,146.508,385.2,395.939,59.8561,156.21,146.65,388.38,396.416,59.8931,153.93,144.974,382.075,391.006,58.5685,154.85,145.363,384.615,392.814,59.5531,37986039.0,21714562.0,15506096.0,20679371.891256,294737991.0
2024-01-22,154.78,145.463,381.78,393.566,59.6371,157.05,147.855,390.3525,397.647,60.3138,153.9,145.313,381.1601,390.668,59.0532,156.89,146.568,387.95,397.051,60.0321,43687468.0,32317098.0,17680454.0,27218930.899419,453083052.0
2024-01-19,155.34,145.851,383.45,395.711,59.4741,155.76,145.921,384.36,395.711,59.4831,152.74,143.858,377.97,390.58,57.2088,153.83,144.217,379.0,392.823,57.9725,51651628.0,34396105.0,21670806.0,29550470.442001,543655574.0
2024-01-18,153.5,142.962,376.13,390.946,57.0908,153.775,143.689,376.85,391.066,57.5837,151.82,141.477,370.95,387.225,56.0911,152.77,141.537,371.49,388.813,57.2438,37850245.0,25839750.0,16354332.0,23566990.859518,491789753.0
